,PassengerId,Age,Cabin,Pclass_1,Pclass_2,Pclass_3,C,Q,S,female,male,Parch_1,Parch_2,Parch_3,9,SibSp_1,SibSp_2,SibSp_3,Miss,Mr
128,1020,42.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
129,1021,24.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
130,1022,32.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
131,1023,53.0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
132,1024,49.666666666666664,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
133,1025,46.333333333333336,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
134,1026,43.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
135,1027,24.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
136,1028,26.5,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
137,1029,26.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
138,1030,23.0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
139,1031,40.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
140,1032,10.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0
141,1033,33.0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
142,1034,61.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
143,1035,28.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
144,1036,42.0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
145,1037,31.0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1
146,1038,26.5,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
147,1039,22.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
148,1040,26.0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
149,1041,30.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
150,1042,23.0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
151,1043,41.75,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
152,1044,60.5,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
153,1045,36.0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
154,1046,13.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
155,1047,24.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
156,1048,29.0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
157,1049,23.0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
158,1050,42.0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
159,1051,26.0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
160,1052,16.5,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
161,1053,7.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
162,1054,26.0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
163,1055,33.5,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
164,1056,41.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
165,1057,26.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0
166,1058,48.0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
167,1059,18.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
168,1060,20.0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
169,1061,22.0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
170,1062,24.5,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
171,1063,27.0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
172,1064,23.0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
173,1065,31.5,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
174,1066,40.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
175,1067,15.0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
176,1068,20.0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
177,1069,54.0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
178,1070,36.0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
179,1071,64.0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
180,1072,30.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
181,1073,37.0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
182,1074,18.0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
183,1075,22.5,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
184,1076,27.0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
185,1077,40.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
186,1078,21.0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
187,1079,17.0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1
188,1080,28.5,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0
189,1081,40.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
190,1082,34.0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
191,1083,22.75,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
192,1084,11.5,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
193,1085,61.0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
194,1086,8.0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
195,1087,33.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
196,1088,6.0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
197,1089,18.0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
198,1090,23.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
199,1091,15.443333333333332,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
200,1092,7.886666666666665,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
201,1093,0.33,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
202,1094,47.0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
203,1095,8.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
204,1096,25.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
205,1097,30.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
206,1098,35.0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
207,1099,24.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
208,1100,33.0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
209,1101,25.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
210,1102,32.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
211,1103,24.5,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
212,1104,17.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
213,1105,60.0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
214,1106,38.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0
215,1107,42.0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
216,1108,49.5,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
217,1109,57.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
218,1110,50.0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
219,1111,40.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
220,1112,30.0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
221,1113,21.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
222,1114,22.0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
223,1115,21.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
224,1116,53.0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
225,1117,38.0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0
226,1118,23.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
227,1119,31.75,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
228,1120,40.5,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
229,1121,36.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
230,1122,14.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
231,1123,21.0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
232,1124,21.0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
233,1125,30.0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
234,1126,39.0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
235,1127,20.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
236,1128,64.0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
237,1129,20.0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
238,1130,18.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
239,1131,48.0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
240,1132,55.0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
241,1133,45.0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
242,1134,45.0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
243,1135,43.666666666666664,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
244,1136,42.333333333333336,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
245,1137,41.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
246,1138,22.0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
247,1139,42.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
248,1140,29.0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
249,1141,14.96,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0
250,1142,0.92,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
251,1143,20.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
252,1144,27.0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
253,1145,24.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
254,1146,32.5,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
255,1147,31.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
256,1148,29.5,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
257,1149,28.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
258,1150,19.0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
259,1151,21.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
260,1152,36.5,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
261,1153,21.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
262,1154,29.0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
263,1155,1.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0
264,1156,30.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
265,1157,27.4,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
266,1158,24.8,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
267,1159,22.2,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
268,1160,19.6,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
269,1161,17.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
270,1162,46.0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
271,1163,36.0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
272,1164,26.0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
273,1165,24.0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
274,1166,22.0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
275,1167,20.0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
276,1168,28.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
277,1169,40.0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
278,1170,30.0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
279,1171,22.0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
280,1172,23.0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
281,1173,0.75,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
282,1174,4.875,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
283,1175,9.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
284,1176,2.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0
285,1177,36.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
286,1178,30.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
287,1179,24.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
288,1180,25.5,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
289,1181,27.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
290,1182,28.5,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
291,1183,30.0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
292,1184,41.5,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
293,1185,53.0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
294,1186,36.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
295,1187,26.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
296,1188,1.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
297,1189,15.5,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1
298,1190,30.0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
299,1191,29.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
300,1192,32.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
301,1193,37.5,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
302,1194,43.0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
303,1195,24.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
304,1196,44.0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
305,1197,64.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
306,1198,30.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
307,1199,0.83,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
